Operator,Lessor/Owner,Manager,Lease Type,Aircraft Model,Aircraft Variant,Serial Number,Tail/Registration Number,Status,Role,Operator Country/Territory,Operator Region,Engine Series,Age,Lease From,Lease To,Lease To Derived
Wizz Air UK,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321-200,8625,G-WUKI,In Service,Passenger,United Kingdom,Europe: Western Europe,V2500,3.83,2018-12-21,,No
Frontier Airlines,Air Lease Corporation,Air Lease Corporation,Operating^,A320,A321-200,8640,N723FR,In Service,Passenger,United States of America,North America,CFM56-5B,3.83,2018-12-18,2030-12-17,Yes
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321-200,8644,HA-LTG,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,3.83,2019-02-14,,No
Wizz Air,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A321-200,8724,HA-LTH,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,2.917,2019-02-21,,No
Wizz Air UK,Wizz Air,Wizz Air,Operating^,A320,A321-200,8791,G-WUKL,In Service,Passenger,United Kingdom,Europe: Western Europe,V2500,2.833,2019-03-25,,No
Wizz Air UK,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A321-200,8879,G-WUKJ,In Service,Passenger,United Kingdom,Europe: Western Europe,V2500,2.583,2019-06-21,,No
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321-200,8943,HA-LTI,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,2.5,2019-08-30,,No
Wizz Air UK,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A321-200,8950,G-WUKK,In Service,Passenger,United Kingdom,Europe: Western Europe,V2500,2.5,2019-08-01,,No
PLAY,AerCap,AerCap,Operating^,A320,A321neo,7939,TF-PLA,In Service,Passenger,Iceland,Europe: Western Europe,CFM56-LEAP,4,2021-06-30,,No
Volaris,AerCap,AerCap,Operating^,A320,A321neo,7941,N534VL,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,4.83,2017-12-29,,No
PLAY,AerCap,AerCap,Operating^,A320,A321neo,7945,TF-PLB,In Service,Passenger,Iceland,Europe: Western Europe,CFM56-LEAP,3.75,2021-07-28,,No
VietJet Air,Goshawk Aviation,Goshawk Aviation,Operating^,A320,A321neo,7991,VN-A646,Inactive,Passenger,Vietnam,Asia: South East Asia,PW1100G,4.83,2017-12-29,,No
PLAY,AerCap,AerCap,Operating^,A320,A321neo,8008,TF-AEW,In Service,Passenger,Iceland,Europe: Western Europe,CFM56-LEAP,3.667,2021-05-13,,No
Volaris,AerCap,AerCap,Operating^,A320,A321neo,8087,N535VL,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,3.75,2018-04-24,,No
Volaris,AerCap,AerCap,Operating^,A320,A321neo,8144,N537VL,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,3.5,2018-07-13,,No
VietJet Air,Goshawk Aviation,Goshawk Aviation,Operating^,A320,A321neo,8199,VN-A653,Inactive,Passenger,Vietnam,Asia: South East Asia,PW1100G,3.333,2018-11-14,,No
Volaris,AerCap,AerCap,Operating^,A320,A321neo,8264,N536VL,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,3.167,2018-11-28,,No
VietJet Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321neo,8289,VN-A693,Inactive,Passenger,Vietnam,Asia: South East Asia,PW1100G,3.333,2019-04-23,,No
VietJet Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321neo,8302,VN-A674,In Service,Passenger,Vietnam,Asia: South East Asia,PW1100G,3.417,2018-08-17,,No
VietJet Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321neo,8389,VN-A697,Inactive,Passenger,Vietnam,Asia: South East Asia,PW1100G,3.417,2018-11-26,,No
VietJet Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321neo,8436,VN-A694,In Service,Passenger,Vietnam,Asia: South East Asia,PW1100G,3.167,2018-12-21,,No
VietJet Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321neo,8461,VN-A652,In Service,Passenger,Vietnam,Asia: South East Asia,PW1100G,3.83,2018-12-29,,No
Volaris,AerCap,AerCap,Operating^,A320,A321neo,8603,N542VL,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,2.833,2019-03-28,,No
VietJet Air,Novus Aviation Capital,Novus Aviation Capital,Operating^,A320,A321neo,8762,VN-A600,In Service,Passenger,Vietnam,Asia: South East Asia,PW1100G,2.833,2019-04-02,,No
Volaris,AerCap,AerCap,Operating^,A320,A321neo,9070,N543VL,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,2.417,2019-10-16,,No
Air Busan,AerCap,AerCap,Operating^,A320,A321neo ACF,10020,HL8395,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-LEAP,1.25,2021-05-26,,No
JetBlue Airways,SLAM 2021-1,SKY Leasing,Operating^,A320,A321neo ACF,10029,N2084J,In Service,Passenger,United States of America,North America,PW1100G,1.5,2020-08-07,2032-08-06,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A321neo ACF,10032,N2086J,In Service,Passenger,United States of America,North America,PW1100G,1.333,2020-10-02,,No
Wizz Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321neo ACF,10050,HA-LVN,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,1.417,2020-08-27,,No
VietJet Air,Avolon,Avolon,Operating^,A320,A321neo ACF,10084,VN-A534,In Service,Passenger,Vietnam,Asia: South East Asia,PW1100G,1.417,2020-12-31,,No
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10099,HA-LVO,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,1.333,2020-10-08,,No
IndiGo,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10109,VT-ILC,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,1.167,2020-11-19,,No
Cebu Pacific,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating^,A320,A321neo ACF,10130,RP-C4124,In Service,Passenger,Philippines,Asia: South East Asia,PW1100G,1.25,2020-11-17,,No
IndiGo,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10151,VT-ILN,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,1,2021-02-19,,No
IndiGo,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10155,VT-IUZ,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,1.25,2020-12-01,,No
Beijing Capital Airlines,Avolon,Avolon,Operating^,A320,A321neo ACF,10161,B-322L,Inactive,Passenger,China,Asia: North East Asia,CFM56-LEAP,1.167,2020-12-29,,No
airblue,AerCap,AerCap,Operating^,A320,A321neo ACF,10162,AP-BOE,In Service,Passenger,Pakistan,Asia: South Asia,CFM56-LEAP,1.83,2021-05-14,,No
IndiGo,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10168,VT-ILJ,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,1.167,2020-12-23,,No
Azul,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10173,PR-YJD,In Service,Passenger,Brazil,Latin America: Upper South America,CFM56-LEAP,1.167,2021-04-30,,No
IndiGo,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10190,VT-ILB,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,1.25,2020-11-06,,No
IndiGo,Navigator 2021-1,Dubai Aerospace Enterprise Capital,Operating,A320,A321neo ACF,10205,VT-ILT,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,0.333,2021-10-08,2031-10-07,No
Viva Aerobus,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A321neo ACF,10210,XA-VBK,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,1.83,2021-03-19,,No
Cebu Pacific,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating^,A320,A321neo ACF,10224,RP-C4125,In Service,Passenger,Philippines,Asia: South East Asia,PW1100G,0.833,2021-03-31,,No
Wizz Air,Intertrust (Singapore) Ltd,Intertrust (Singapore) Ltd,Financial^,A320,A321neo ACF,10227,HA-LVP,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.833,2021-03-25,,No
Scoot,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10229,9V-NCA,In Service,Passenger,Singapore,Asia: South East Asia,PW1100G,1.83,2021-05-14,,No
IndiGo,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10240,VT-ILM,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,1.83,2020-12-30,,No
Air Busan,AerCap,AerCap,Operating^,A320,A321neo ACF,10253,HL8396,Inactive,Passenger,South Korea,Asia: North East Asia,CFM56-LEAP,1,2021-03-08,,No
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10257,HA-LVJ,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,1.83,2020-12-15,,No
Wizz Air,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,10260,HA-LVL,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.75,2021-06-10,,No
Cebu Pacific,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10273,RP-C4126,In Service,Passenger,Philippines,Asia: South East Asia,PW1100G,1.83,2021-05-17,,No
Scoot,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10280,9V-NCD,In Service,Passenger,Singapore,Asia: South East Asia,PW1100G,0.75,2021-06-02,,No
Wizz Air UK,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321neo ACF,10283,G-WUKM,In Service,Passenger,United Kingdom,Europe: Western Europe,PW1100G,0.917,2021-03-05,,No
IndiGo,Navigator 2021-1,Dubai Aerospace Enterprise Capital,Operating,A320,A321neo ACF,10289,VT-ILP,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,0.583,2021-06-28,2031-06-27,No
Wizz Air,Intertrust (Singapore) Ltd,Intertrust (Singapore) Ltd,Financial^,A320,A321neo ACF,10295,HA-LVQ,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.5,2021-07-23,,No
IndiGo,SLAM 2021-1,SKY Leasing,Operating^,A320,A321neo ACF,10296,VT-ILI,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,0.917,2021-03-01,2031-02-28,No
IndiGo,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10323,VT-ILD,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,0.917,2021-02-17,,No
Wizz Air UK,AVIC International Leasing,AVIC International Leasing,Operating^,A320,A321neo ACF,10333,G-WUKN,In Service,Passenger,United Kingdom,Europe: Western Europe,PW1100G,0.917,2021-03-09,,No
IndiGo,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10341,VT-ILF,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,0.917,2021-03-09,,No
Viva Aerobus,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A321neo ACF,10343,XA-VBM,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,0.667,2021-07-30,,No
Scoot,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10345,9V-NCB,In Service,Passenger,Singapore,Asia: South East Asia,PW1100G,0.833,2021-05-20,,No
IndiGo,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10354,VT-ILH,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,0.917,2021-02-25,,No
Wizz Air UK,AVIC International Leasing,AVIC International Leasing,Operating^,A320,A321neo ACF,10357,G-WUKP,In Service,Passenger,United Kingdom,Europe: Western Europe,PW1100G,0.833,2021-03-17,,No
Wizz Air,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,10369,HA-LVU,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.667,2021-05-19,,No
Wizz Air,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,10370,HA-LVY,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.5,2021-08-04,,No
Wizz Air Abu Dhabi,BOC Aviation,BOC Aviation,Operating^,A320,A321neo ACF,10371,A6-WZC,In Service,Passenger,United Arab Emirates,Middle East,PW1100G,1.83,2020-12-30,,No
Wizz Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321neo ACF,10389,HA-LVS,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.75,2021-05-10,,No
Wizz Air Abu Dhabi,AVIC International Leasing,AVIC International Leasing,Operating^,A320,A321neo ACF,10391,A6-WZD,In Service,Passenger,United Arab Emirates,Middle East,PW1100G,1.83,2020-12-23,,No
Air Busan,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10412,HL8357,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-LEAP,0.583,2021-10-29,,No
Wizz Air,AVIC International Leasing,AVIC International Leasing,Operating^,A320,A321neo ACF,10417,HA-LVZ,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.583,2021-07-13,,No
Wizz Air,Intertrust (Singapore) Ltd,Intertrust (Singapore) Ltd,Financial^,A320,A321neo ACF,10424,HA-LVT,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.583,2021-07-12,,No
Wizz Air,JLPS Leasing Ltd,JLPS Leasing Ltd,Operating^,A320,A321neo ACF,10440,HA-LZA,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.5,2021-08-03,,No
IndiGo,Navigator 2021-1,Dubai Aerospace Enterprise Capital,Operating,A320,A321neo ACF,10445,VT-ILS,In Service,Passenger,India,Asia: South Asia,CFM56-LEAP,0.5,2021-08-31,2031-08-30,No
Sky Airline (Chile),Air Lease Corporation,Air Lease Corporation,Operating^,A320,A321neo ACF,10456,CC-DCC,In Service,Passenger,Chile,Latin America: Lower South America,CFM56-LEAP,0.583,2021-09-08,,No
Wizz Air,AVIC International Leasing,AVIC International Leasing,Operating^,A320,A321neo ACF,10460,HA-LZB,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.5,2021-08-12,,No
SalamAir,AerCap,AerCap,Operating^,A320,A321neo ACF,10483,A4O-OXA,In Service,Passenger,Oman,Middle East,CFM56-LEAP,0.667,2021-06-25,,No
Viva Aerobus,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A321neo ACF,10484,XA-VBR,In Service,Passenger,Mexico,Latin America: Central America,PW1100G,0.25,2021-11-05,,No
Pegasus Airlines,Jackson Square Aviation,Jackson Square Aviation,Operating^,A320,A321neo ACF,10523,TC-RBH,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-LEAP,0.167,2021-11-27,,No
Wizz Air,AVIC International Leasing,AVIC International Leasing,Operating^,A320,A321neo ACF,10526,HA-LVX,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.833,2021-04-19,,No
Sky Airline (Chile),Air Lease Corporation,Air Lease Corporation,Operating^,A320,A321neo ACF,10532,CC-DCA,In Service,Passenger,Chile,Latin America: Lower South America,CFM56-LEAP,0.667,2021-07-26,,No
Wizz Air,JLPS Leasing Ltd,JLPS Leasing Ltd,Operating^,A320,A321neo ACF,10659,HA-LZD,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,0.25,2021-10-18,,No
Scoot,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,10805,9V-NCE,In Service,Passenger,Singapore,Asia: South East Asia,PW1100G,0.5,2021-08-26,,No
easyJet,Unknown,Unknown,Operating^,A320,A321neo ACF,8421,G-UZMD,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-LEAP,3.167,2019-03-20,,No
easyJet,Unknown,Unknown,Operating^,A320,A321neo ACF,8454,G-UZME,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-LEAP,3.167,2019-01-18,,No
easyJet,Unknown,Unknown,Operating^,A320,A321neo ACF,8508,G-UZMF,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-LEAP,3.167,2019-05-15,,No
IndiGo,KG Aircraft Leasing Company Ltd,GOAL,Operating^,A320,A321neo ACF,8557,VT-IUA,In Service,Passenger,India,Asia: South Asia,PW1100G,3.167,2018-12-28,,No
IndiGo,KG Aircraft Leasing Company Ltd,GOAL,Operating^,A320,A321neo ACF,8587,VT-IUB,In Service,Passenger,India,Asia: South Asia,PW1100G,2.917,2019-04-29,,No
Cebu Pacific,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,8608,RP-C4118,In Service,Passenger,Philippines,Asia: South East Asia,PW1100G,3.83,2019-01-18,,No
IndiGo,KG Aircraft Leasing Company Ltd,GOAL,Operating^,A320,A321neo ACF,8655,VT-IUC,In Service,Passenger,India,Asia: South Asia,PW1100G,2.917,2019-05-09,,No
IndiGo,Stellar Aircraft Holding 1 Limited,Deucalion Aviation,Operating^,A320,A321neo ACF,8710,VT-IUD,In Service,Passenger,India,Asia: South Asia,PW1100G,2.917,2019-05-02,,No
Wizz Air,FPG Amentum Limited,FPG Amentum Limited,Operating^,A320,A321neo ACF,8712,HA-LVA,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,2.917,2019-03-06,,No
Wizz Air,Sojitz Aircraft Leasing,Sojitz Aircraft Leasing,Operating^,A320,A321neo ACF,8735,HA-LVB,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,2.833,2019-03-28,,No
IndiGo,Stellar Aircraft Holding 1 Limited,Deucalion Aviation,Operating^,A320,A321neo ACF,8768,VT-IUE,In Service,Passenger,India,Asia: South Asia,PW1100G,2.75,2019-05-20,,No
Wizz Air,Mitsubishi UJF Lease & Finance Co Ltd,Mitsubishi UJF Lease & Finance Co Ltd,Operating^,A320,A321neo ACF,8816,HA-LVC,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,2.667,2019-05-24,,No
Wizz Air,Mitsubishi UJF Lease & Finance Co Ltd,Mitsubishi UJF Lease & Finance Co Ltd,Operating^,A320,A321neo ACF,8882,HA-LVD,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,2.5,2019-08-02,,No
VietJet Air,AerCap,AerCap,Operating^,A320,A321neo ACF,8906,VN-A520,In Service,Passenger,Vietnam,Asia: South East Asia,PW1100G,2.5,2019-09-24,,No
Wizz Air,Mitsubishi UJF Lease & Finance Co Ltd,Mitsubishi UJF Lease & Finance Co Ltd,Operating^,A320,A321neo ACF,8941,HA-LVE,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,2.5,2019-07-24,,No
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,8966,HA-LVF,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,2.417,2019-08-09,,No
IndiGo,Blackbird Capital II,Air Lease Corporation,Operating^,A320,A321neo ACF,8968,VT-IUH,In Service,Passenger,India,Asia: South Asia,PW1100G,2.333,2019-10-10,2025-10-09,No
IndiGo,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,8989,VT-IUF,In Service,Passenger,India,Asia: South Asia,PW1100G,2.83,2019-12-17,,No
IndiGo,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,8992,VT-IUI,In Service,Passenger,India,Asia: South Asia,PW1100G,2.167,2020-06-04,,No
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,8997,HA-LVG,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,2.417,2019-10-11,,No
IndiGo,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,9042,VT-IUJ,In Service,Passenger,India,Asia: South Asia,PW1100G,2.167,2019-12-17,,No
IndiGo,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,9063,VT-IUK,In Service,Passenger,India,Asia: South Asia,PW1100G,2.167,2020-02-13,,No
Azul,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,9090,PR-YJA,In Service,Passenger,Brazil,Latin America: Upper South America,CFM56-LEAP,2.333,2019-11-07,,No
IndiGo,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,9106,VT-IUL,In Service,Passenger,India,Asia: South Asia,PW1100G,2.167,2019-12-16,,No
IndiGo,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,9112,VT-IUM,In Service,Passenger,India,Asia: South Asia,PW1100G,2,2020-02-17,,No
IndiGo,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321neo ACF,9151,VT-IUN,In Service,Passenger,India,Asia: South Asia,PW1100G,2,2020-03-11,,No
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321neo ACF,9164,HA-LVH,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,PW1100G,2,2020-02-28,,No
JetBlue Airways,SLAM 2021-1,SKY Leasing,Operating^,A320,A321neo ACF,9191,N2043J,In Service,Passenger,United States of America,North America,PW1100G,1.833,2020-06-30,2032-03-11,No
JetBlue Airways,SLAM 2021-1,SKY Leasing,Operating^,A320,A321neo ACF,9195,N2044J,In Service,Passenger,United States of America,North America,PW1100G,1.833,2020-12-02,2032-12-01,No
easyJet,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321neo ACF,9204,G-UZMG,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-LEAP,2.167,2019-11-26,,No
Beijing Capital Airlines,Avolon,Avolon,Operating^,A320,A321neo ACF,9210,B-30F1,Inactive,Passenger,China,Asia: North East Asia,CFM56-LEAP,2,2020-03-31,,No
easyJet,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321neo ACF,9214,G-UZMH,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-LEAP,2,2020-02-11,,No
